mg	gc	0.034091
mg	gb	0.030303
mg	ga	0.075758
mg	go	0.064394
mg	gn	0.030303
mg	gm	0.034091
mg	gl	0.037879
mg	gi	0.060606
mg	gh	0.018939
mg	g5	0.003788
mg	g3	0.003788
mg	g8	0.007576
mg	g$	0.011364
mg	g.	0.303030
mg	g-	0.015152
mf	f0	0.006711
mf	f2	0.006711
mf	f.	0.093960
mf	fp	0.006711
mf	fr	0.100671
mf	fs	0.013423
mf	fu	0.033557
mf	fv	0.006711
mf	fw	0.013423
mf	fx	0.026846
mf	fy	0.020134
mf	fa	0.161074
mf	fb	0.006711
mf	fc	0.033557
mf	fd	0.013423
mf	fe	0.060403
mf	ff	0.006711
mf	fg	0.013423
mf	fh	0.006711
mf	fi	0.147651
mf	fl	0.026846
mf	fm	0.020134
mf	fo	0.174497
ma	aa	0.005264
ma	ac	0.037559
ma	ab	0.002561
ma	ae	0.003983
ma	ad	0.032153
ma	ag	0.087352
ma	af	0.004126
ma	ai	0.083369
ma	ah	0.010101
ma	ak	0.026035
ma	aj	0.005975
ma	am	0.022336
ma	al	0.043818
ma	ao	0.003983
ma	an	0.135723
ma	aq	0.000711
ma	ap	0.020344
ma	as	0.067577
ma	ar	0.185659
ma	au	0.003841
ma	at	0.085645
ma	aw	0.002845
ma	av	0.005406
ma	ay	0.007540
ma	ax	0.026462
ma	az	0.015649
ma	a$	0.005975
ma	a-	0.005691
ma	a.	0.058757
ma	a1	0.000711
ma	a0	0.000142
ma	a3	0.000996
ma	a2	0.000711
ma	a5	0.000285
ma	a4	0.000285
ma	a7	0.000142
ma	a6	0.000142
ma	a8	0.000142
mc	ck	0.017794
mc	cj	0.003559
mc	ci	0.032028
mc	ch	0.064057
mc	co	0.117438
mc	cn	0.017794
mc	cm	0.024911
mc	cl	0.078292
mc	cc	0.032028
mc	cb	0.024911
mc	ca	0.138790
mc	cg	0.024911
mc	cf	0.017794
mc	ce	0.042705
mc	cd	0.081851
mc	cz	0.007117
mc	cy	0.010676
mc	cx	0.007117
mc	cs	0.035587
mc	cr	0.017794
mc	cq	0.010676
mc	cp	0.007117
mc	cw	0.007117
mc	cv	0.007117
mc	cu	0.024911
mc	ct	0.017794
mc	c.	0.110320
mc	c-	0.014235
mc	c2	0.003559
mb	b-	0.004405
mb	b.	0.057269
mb	b4	0.001468
mb	b5	0.001468
mb	b0	0.002937
mb	b1	0.002937
mb	b2	0.001468
mb	bd	0.002937
mb	be	0.183554
mb	bf	0.005874
mb	bg	0.005874
mb	ba	0.193833
mb	bb	0.008811
mb	bc	0.020558
mb	bl	0.143906
mb	bm	0.001468
mb	bn	0.011747
mb	bo	0.077827
mb	bi	0.113069
mb	bt	0.010279
mb	bu	0.058737
mb	bv	0.002937
mb	bw	0.001468
mb	bp	0.005874
mb	br	0.042584
mb	bs	0.024963
mb	by	0.008811
mb	bz	0.002937
mm	m$	0.004043
mm	m-	0.009434
mm	m.	0.066038
mm	m7	0.001348
mm	m1	0.004043
mm	me	0.219677
mm	md	0.002695
mm	mg	0.005391
mm	ma	0.152291
mm	mc	0.005391
mm	mb	0.005391
mm	mm	0.012129
mm	ml	0.006739
mm	mo	0.146900
mm	mn	0.006739
mm	mi	0.099730
mm	mh	0.002695
mm	mk	0.002695
mm	mj	0.002695
mm	mu	0.080863
mm	mt	0.004043
mm	mw	0.009434
mm	mp	0.001348
mm	ms	0.006739
mm	mr	0.004043
mm	my	0.137466
ml	lf	0.008174
ml	lg	0.016349
ml	ld	0.008174
ml	le	0.059946
ml	lb	0.019074
ml	lc	0.010899
ml	la	0.299728
ml	ln	0.013624
ml	lo	0.040872
ml	ll	0.005450
ml	lm	0.051771
ml	lk	0.008174
ml	lh	0.005450
ml	li	0.100817
ml	lw	0.008174
ml	lt	0.008174
ml	lu	0.013624
ml	ls	0.103542
ml	lp	0.016349
ml	lq	0.002725
ml	lx	0.008174
ml	ly	0.002725
ml	l$	0.005450
ml	l.	0.106267
ml	l-	0.016349
ml	l5	0.059946
mo	o.	0.055434
mo	o-	0.004391
mo	o9	0.000274
mo	o7	0.000274
mo	o4	0.000823
mo	o3	0.000274
mo	o1	0.000274
mo	o0	0.000274
mo	oo	0.027168
mo	on	0.192371
mo	om	0.088639
mo	ol	0.014270
mo	ok	0.007684
mo	oj	0.015093
mo	oi	0.009605
mo	oh	0.006861
mo	og	0.005763
mo	of	0.009056
mo	oe	0.009605
mo	od	0.060922
mo	oc	0.014819
mo	ob	0.113611
mo	oa	0.003293
mo	oz	0.011526
mo	oy	0.005214
mo	ox	0.002195
mo	ow	0.002195
mo	ov	0.109495
mo	ou	0.033205
mo	ot	0.080406
mo	os	0.040340
mo	or	0.063941
mo	oq	0.000549
mo	op	0.010154
mn	nh	0.014218
mn	ni	0.137441
mn	nk	0.014218
mn	nl	0.009479
mn	nm	0.004739
mn	nn	0.014218
mn	no	0.094787
mn	na	0.056872
mn	nb	0.014218
mn	nd	0.018957
mn	ne	0.208531
mn	nf	0.009479
mn	ng	0.014218
mn	ny	0.009479
mn	np	0.004739
mn	nr	0.004739
mn	ns	0.018957
mn	nt	0.014218
mn	nu	0.004739
mn	nw	0.009479
mn	n-	0.004739
mn	n.	0.104265
mn	n$	0.199052
mn	n9	0.009479
mn	n6	0.004739
mi	iy	0.002398
mi	ix	0.029120
mi	iz	0.028434
mi	iq	0.002398
mi	ip	0.007194
mi	is	0.072285
mi	ir	0.043165
mi	iu	0.022268
mi	it	0.080507
mi	iw	0.003426
mi	iv	0.001370
mi	ii	0.004796
mi	ih	0.009250
mi	ik	0.022953
mi	ij	0.003426
mi	im	0.013018
mi	il	0.139774
mi	io	0.007194
mi	in	0.261733
mi	ia	0.031518
mi	ic	0.079479
mi	ib	0.005824
mi	ie	0.021583
mi	id	0.024666
mi	ig	0.018842
mi	if	0.004796
mi	i9	0.000343
mi	i1	0.000685
mi	i0	0.000343
mi	i3	0.000343
mi	i2	0.001713
mi	i-	0.005481
mi	i.	0.049675
mh	h2	0.009091
mh	h4	0.027273
mh	h.	0.127273
mh	hy	0.009091
mh	hr	0.018182
mh	hs	0.009091
mh	hp	0.009091
mh	hq	0.018182
mh	hv	0.009091
mh	hw	0.009091
mh	ht	0.018182
mh	hu	0.054545
mh	hk	0.009091
mh	hh	0.009091
mh	hi	0.054545
mh	hn	0.009091
mh	ho	0.245455
mh	hl	0.018182
mh	hc	0.009091
mh	ha	0.181818
mh	hf	0.009091
mh	hg	0.009091
mh	hd	0.018182
mh	he	0.109091
mk	kc	0.016529
mk	kb	0.024793
mk	ka	0.107438
mk	kh	0.024793
mk	kg	0.016529
mk	ke	0.049587
mk	k$	0.380165
mk	kj	0.008264
mk	ki	0.041322
mk	kd	0.016529
mk	ko	0.049587
mk	k.	0.082645
mk	ks	0.016529
mk	kr	0.016529
mk	kv	0.024793
mk	ku	0.016529
mk	kt	0.074380
mk	kz	0.016529
mk	ky	0.016529
-x	xh	0.047619
-x	x.	0.357143
-x	xl	0.023810
-x	xm	0.023810
-x	xc	0.023810
-x	xa	0.047619
-x	x8	0.023810
-x	xe	0.071429
-x	xx	0.095238
-x	xn	0.047619
-x	xp	0.095238
-x	xv	0.142857
mu	u9	0.000990
mu	u1	0.000990
mu	u-	0.001980
mu	u.	0.054455
mu	u$	0.007921
mu	uy	0.009901
mu	ux	0.001980
mu	uz	0.019802
mu	uu	0.005941
mu	ut	0.031683
mu	uw	0.002970
mu	uv	0.000990
mu	up	0.005941
mu	us	0.326733
mu	ur	0.056436
mu	um	0.031683
mu	ul	0.109901
mu	uo	0.004950
mu	un	0.186139
mu	ui	0.002970
mu	uh	0.007921
mu	uk	0.008911
mu	uj	0.008911
mu	ue	0.021782
mu	ud	0.023762
mu	ug	0.013861
mu	uf	0.006931
mu	ua	0.019802
mu	uc	0.017822
mu	ub	0.005941
mt	tz	0.003344
mt	tx	0.006689
mt	ty	0.006689
mt	tv	0.113712
mt	tw	0.016722
mt	tt	0.003344
mt	tu	0.060201
mt	tr	0.130435
mt	ts	0.026756
mt	tp	0.023411
mt	tq	0.003344
mt	tn	0.040134
mt	to	0.080268
mt	tl	0.010033
mt	tm	0.013378
mt	tj	0.003344
mt	th	0.073579
mt	ti	0.060201
mt	tf	0.003344
mt	tg	0.013378
mt	td	0.003344
mt	te	0.076923
mt	tb	0.030100
mt	tc	0.010033
mt	ta	0.060201
mt	t4	0.003344
mt	t5	0.003344
mt	t2	0.006689
mt	t3	0.003344
mt	t.	0.096990
mt	t-	0.003344
mt	t$	0.010033
mw	wg	0.008850
mw	wf	0.026549
mw	we	0.203540
mw	wc	0.017699
mw	wb	0.008850
mw	wa	0.221239
mw	wo	0.132743
mw	w.	0.212389
mw	w-	0.017699
mw	wk	0.008850
mw	wi	0.070796
mw	ww	0.008850
mw	wu	0.017699
mw	wr	0.008850
mw	w1	0.008850
mw	wp	0.017699
mw	wz	0.008850
mv	va	0.096774
mv	vb	0.021505
mv	vc	0.032258
mv	vd	0.021505
mv	ve	0.053763
mv	vf	0.021505
mv	vg	0.021505
mv	vi	0.204301
mv	vk	0.010753
mv	vm	0.010753
mv	v.	0.150538
mv	vo	0.064516
mv	vp	0.086022
